"","customer","supplier","qty"
"7088","5N Plus Belgium SA (ex Sidech)","BASF",0
"7089","5N Plus Belgium SA (ex Sidech)","BASF",0
"7090","5N Plus Belgium SA (ex Sidech)","BASF",0
"7091","5N Plus Belgium SA (ex Sidech)","BASF",0
"7092","5N Plus Belgium SA (ex Sidech)","BASF",0
"7093","5N Plus Belgium SA (ex Sidech)","BASF",0
"7094","5N Plus Belgium SA (ex Sidech)","BASF",0
"7095","5N Plus Belgium SA (ex Sidech)","BASF",0
"7096","5N Plus Belgium SA (ex Sidech)","BASF",0
"7097","5N Plus Belgium SA (ex Sidech)","BASF",0
"7098","5N Plus Belgium SA (ex Sidech)","BASF",0
"7099","5N Plus Belgium SA (ex Sidech)","BASF",0
"7100","5N Plus Belgium SA (ex Sidech)","BASF",0
"7101","5N Plus Belgium SA (ex Sidech)","BASF",0
"7102","5N Plus Belgium SA (ex Sidech)","BASF",0
"7103","5N Plus Belgium SA (ex Sidech)","BASF",0
"7104","5N Plus Belgium SA (ex Sidech)","BASF",0
"7105","5N Plus Belgium SA (ex Sidech)","BASF",0
"7106","5N Plus Belgium SA (ex Sidech)","BASF",0
"7107","5N Plus Belgium SA (ex Sidech)","BASF",0
"7108","5N Plus Belgium SA (ex Sidech)","BASF",0
"7109","5N Plus Belgium SA (ex Sidech)","BASF",0
"7110","5N Plus Belgium SA (ex Sidech)","BASF",0
"7111","5N Plus Belgium SA (ex Sidech)","BASF",0
"7112","5N Plus Belgium SA (ex Sidech)","BASF",0
"7113","5N Plus Belgium SA (ex Sidech)","BASF",0
"7114","5N Plus Belgium SA (ex Sidech)","BASF",0
"7115","5N Plus Belgium SA (ex Sidech)","BASF",0
"7116","5N Plus Belgium SA (ex Sidech)","BASF",0
"7117","5N Plus Belgium SA (ex Sidech)","BASF",0
"7118","5N Plus Belgium SA (ex Sidech)","BASF",0
"7119","5N Plus Belgium SA (ex Sidech)","BASF",0
"7120","5N Plus Belgium SA (ex Sidech)","BASF",0
"7121","5N Plus Belgium SA (ex Sidech)","BASF",0
"7122","5N Plus Belgium SA (ex Sidech)","BASF",0
"7123","5N Plus Belgium SA (ex Sidech)","BASF",0
"7124","5N Plus Belgium SA (ex Sidech)","BASF",0
"7125","5N Plus Belgium SA (ex Sidech)","BASF",0
"7126","5N Plus Belgium SA (ex Sidech)","BASF",0
"7127","5N Plus Belgium SA (ex Sidech)","BASF",0
"7128","5N Plus Belgium SA (ex Sidech)","BASF",0
"7129","5N Plus Belgium SA (ex Sidech)","BASF",0
"7130","5N Plus Belgium SA (ex Sidech)","BASF",0
"7131","5N Plus Belgium SA (ex Sidech)","BASF",0
"7132","5N Plus Belgium SA (ex Sidech)","BASF",0
"7133","5N Plus Belgium SA (ex Sidech)","BASF",0
"7134","5N Plus Belgium SA (ex Sidech)","BASF",0
"7135","5N Plus Belgium SA (ex Sidech)","BASF",0
"7136","5N Plus Belgium SA (ex Sidech)","BASF",0
"7137","5N Plus Belgium SA (ex Sidech)","BASF",0
"7138","5N Plus Belgium SA (ex Sidech)","BASF",0
"7139","5N Plus Belgium SA (ex Sidech)","BASF",0
"7140","5N Plus Belgium SA (ex Sidech)","BASF",0
"7141","5N Plus Belgium SA (ex Sidech)","BASF",0
"7142","5N Plus Belgium SA (ex Sidech)","BASF",0
"7143","5N Plus Belgium SA (ex Sidech)","BASF",0
"7144","5N Plus Belgium SA (ex Sidech)","BASF",0
"7145","5N Plus Belgium SA (ex Sidech)","BASF",0
"7146","5N Plus Belgium SA (ex Sidech)","BASF",0
"7147","5N Plus Belgium SA (ex Sidech)","BASF",0
"7148","5N Plus Belgium SA (ex Sidech)","BASF",0
"7149","5N Plus Belgium SA (ex Sidech)","BASF",0
"7150","5N Plus Belgium SA (ex Sidech)","BASF",0
"7151","5N Plus Belgium SA (ex Sidech)","BASF",0
"7152","5N Plus Belgium SA (ex Sidech)","BASF",0
"7153","5N Plus Belgium SA (ex Sidech)","BASF",0
"7154","5N Plus Belgium SA (ex Sidech)","BASF",0
"7155","5N Plus Belgium SA (ex Sidech)","BASF",0
"7156","5N Plus Belgium SA (ex Sidech)","BASF",0
"7157","5N Plus Belgium SA (ex Sidech)","BASF",0
"7158","5N Plus Belgium SA (ex Sidech)","BASF",0
"7159","5N Plus Belgium SA (ex Sidech)","BASF",0
"7160","5N Plus Belgium SA (ex Sidech)","BASF",0
"7161","5N Plus Belgium SA (ex Sidech)","BASF",0
"7162","5N Plus Belgium SA (ex Sidech)","BASF",0
"7163","5N Plus Belgium SA (ex Sidech)","BASF",0
"7164","5N Plus Belgium SA (ex Sidech)","BASF",0
"7165","5N Plus Belgium SA (ex Sidech)","BASF",0
"7166","5N Plus Belgium SA (ex Sidech)","BASF",0
"7167","5N Plus Belgium SA (ex Sidech)","BASF",0
"7168","5N Plus Belgium SA (ex Sidech)","BASF",0
"7169","5N Plus Belgium SA (ex Sidech)","BASF",0
"7170","5N Plus Belgium SA (ex Sidech)","BASF",0
"7171","5N Plus Belgium SA (ex Sidech)","BASF",0
"7172","5N Plus Belgium SA (ex Sidech)","BASF",0
"7173","5N Plus Belgium SA (ex Sidech)","BASF",0
"7174","5N Plus Belgium SA (ex Sidech)","BASF",0
"7175","5N Plus Belgium SA (ex Sidech)","BASF",0
"7176","5N Plus Belgium SA (ex Sidech)","BASF",0
"7177","5N Plus Belgium SA (ex Sidech)","BASF",0
"7178","5N Plus Belgium SA (ex Sidech)","BASF",0
"7179","5N Plus Belgium SA (ex Sidech)","BASF",0
"7180","5N Plus Belgium SA (ex Sidech)","BASF",0
"7181","5N Plus Belgium SA (ex Sidech)","BASF",0
"7182","5N Plus Belgium SA (ex Sidech)","BASF",0
"7183","5N Plus Belgium SA (ex Sidech)","BASF",0
"7184","5N Plus Belgium SA (ex Sidech)","BASF",0
"7185","5N Plus Belgium SA (ex Sidech)","BASF",0
"7186","5N Plus Belgium SA (ex Sidech)","BASF",0
"7187","5N Plus Belgium SA (ex Sidech)","BASF",0
"7188","5N Plus Belgium SA (ex Sidech)","BASF",0
"7189","5N Plus Belgium SA (ex Sidech)","BASF",0
"7190","5N Plus Belgium SA (ex Sidech)","BASF",0
"7191","5N Plus Belgium SA (ex Sidech)","BASF",0
"7192","5N Plus Belgium SA (ex Sidech)","BASF",0
"7193","5N Plus Belgium SA (ex Sidech)","BASF",0
"7194","5N Plus Belgium SA (ex Sidech)","BASF",0
"7195","5N Plus Belgium SA (ex Sidech)","BASF",0
"7196","5N Plus Belgium SA (ex Sidech)","BASF",0
"7197","5N Plus Belgium SA (ex Sidech)","BASF",0
"7198","5N Plus Belgium SA (ex Sidech)","BASF",0
"7199","5N Plus Belgium SA (ex Sidech)","BASF",0
"7200","5N Plus Belgium SA (ex Sidech)","BASF",0
"7201","5N Plus Belgium SA (ex Sidech)","BASF",0
"7202","5N Plus Belgium SA (ex Sidech)","BASF",0
"7203","5N Plus Belgium SA (ex Sidech)","BASF",0
"7204","5N Plus Belgium SA (ex Sidech)","BASF",0
"7205","5N Plus Belgium SA (ex Sidech)","BASF",0
"7206","5N Plus Belgium SA (ex Sidech)","BASF",0
"7207","5N Plus Belgium SA (ex Sidech)","BASF",0
"7208","5N Plus Belgium SA (ex Sidech)","BASF",0
"7209","5N Plus Belgium SA (ex Sidech)","BASF",0
"7210","5N Plus Belgium SA (ex Sidech)","BASF",0
"7211","5N Plus Belgium SA (ex Sidech)","BASF",0
"7212","5N Plus Belgium SA (ex Sidech)","BASF",0
"7213","5N Plus Belgium SA (ex Sidech)","BASF",0
"7214","5N Plus Belgium SA (ex Sidech)","BASF",0
"7215","5N Plus Belgium SA (ex Sidech)","BASF",0
"7216","5N Plus Belgium SA (ex Sidech)","BASF",0
"7217","5N Plus Belgium SA (ex Sidech)","BASF",0
"7218","5N Plus Belgium SA (ex Sidech)","BASF",0
"7219","5N Plus Belgium SA (ex Sidech)","BASF",0
"7220","5N Plus Belgium SA (ex Sidech)","BASF",0
"7221","5N Plus Belgium SA (ex Sidech)","BASF",0
"7222","5N Plus Belgium SA (ex Sidech)","BASF",0
"7223","5N Plus Belgium SA (ex Sidech)","BASF",0
"7224","5N Plus Belgium SA (ex Sidech)","BASF",0
"7225","5N Plus Belgium SA (ex Sidech)","BASF",0
"7226","5N Plus Belgium SA (ex Sidech)","BASF",0
"7227","5N Plus Belgium SA (ex Sidech)","BASF",0
"7228","5N Plus Belgium SA (ex Sidech)","BASF",0
"7229","5N Plus Belgium SA (ex Sidech)","BASF",0
"7230","5N Plus Belgium SA (ex Sidech)","BASF",0
"7231","5N Plus Belgium SA (ex Sidech)","BASF",0
"7232","5N Plus Belgium SA (ex Sidech)","BASF",0
"7233","5N Plus Belgium SA (ex Sidech)","BASF",0
"7234","5N Plus Belgium SA (ex Sidech)","BASF",0
"7235","5N Plus Belgium SA (ex Sidech)","BASF",0
"7236","5N Plus Belgium SA (ex Sidech)","BASF",0
"7237","5N Plus Belgium SA (ex Sidech)","BASF",0
"7238","5N Plus Belgium SA (ex Sidech)","BASF",0
"7239","5N Plus Belgium SA (ex Sidech)","BASF",0
"7240","5N Plus Belgium SA (ex Sidech)","BASF",0
"7241","5N Plus Belgium SA (ex Sidech)","BASF",0
"7242","5N Plus Belgium SA (ex Sidech)","BASF",0
"7243","5N Plus Belgium SA (ex Sidech)","BASF",0
"7244","5N Plus Belgium SA (ex Sidech)","BASF",0
"7245","5N Plus Belgium SA (ex Sidech)","BASF",0
"7246","5N Plus Belgium SA (ex Sidech)","BASF",0
"7247","5N Plus Belgium SA (ex Sidech)","BASF",0
"7248","5N Plus Belgium SA (ex Sidech)","BASF",0
"7249","5N Plus Belgium SA (ex Sidech)","BASF",0
"7250","5N Plus Belgium SA (ex Sidech)","BASF",0
"7251","5N Plus Belgium SA (ex Sidech)","BASF",0
"7252","5N Plus Belgium SA (ex Sidech)","BASF",0
"7253","5N Plus Belgium SA (ex Sidech)","BASF",0
"7254","5N Plus Belgium SA (ex Sidech)","BASF",0
"7255","5N Plus Belgium SA (ex Sidech)","BASF",0
"7256","5N Plus Belgium SA (ex Sidech)","BASF",0
"7257","5N Plus Belgium SA (ex Sidech)","BASF",0
"7258","5N Plus Belgium SA (ex Sidech)","BASF",0
"7259","5N Plus Belgium SA (ex Sidech)","BASF",0
"7260","5N Plus Belgium SA (ex Sidech)","BASF",0
"7261","5N Plus Belgium SA (ex Sidech)","BASF",0
"7262","5N Plus Belgium SA (ex Sidech)","BASF",0
"7263","5N Plus Belgium SA (ex Sidech)","BASF",0
"7264","5N Plus Belgium SA (ex Sidech)","BASF",0
"7265","5N Plus Belgium SA (ex Sidech)","BASF",0
"7266","5N Plus Belgium SA (ex Sidech)","BASF",0
"7267","5N Plus Belgium SA (ex Sidech)","BASF",0
"7268","5N Plus Belgium SA (ex Sidech)","BASF",0
"7269","5N Plus Belgium SA (ex Sidech)","BASF",0
"7270","5N Plus Belgium SA (ex Sidech)","BASF",0
"7271","5N Plus Belgium SA (ex Sidech)","BASF",0
"7272","5N Plus Belgium SA (ex Sidech)","BASF",0
"7273","5N Plus Belgium SA (ex Sidech)","BASF",0
"7274","5N Plus Belgium SA (ex Sidech)","BASF",0
"7275","5N Plus Belgium SA (ex Sidech)","BASF",0
"7276","5N Plus Belgium SA (ex Sidech)","BASF",0
"7277","5N Plus Belgium SA (ex Sidech)","BASF",0
"7278","5N Plus Belgium SA (ex Sidech)","BASF",0
"7279","5N Plus Belgium SA (ex Sidech)","BASF",0
"7280","5N Plus Belgium SA (ex Sidech)","BASF",0
"7281","5N Plus Belgium SA (ex Sidech)","BASF",0
"7282","5N Plus Belgium SA (ex Sidech)","BASF",0
"7283","5N Plus Belgium SA (ex Sidech)","BASF",0
"7284","5N Plus Belgium SA (ex Sidech)","BASF",0
"7285","5N Plus Belgium SA (ex Sidech)","BASF",0
"7286","5N Plus Belgium SA (ex Sidech)","BASF",0
"7287","5N Plus Belgium SA (ex Sidech)","BASF",0
"7288","5N Plus Belgium SA (ex Sidech)","BASF",0
"7289","5N Plus Belgium SA (ex Sidech)","BASF",0
"7290","5N Plus Belgium SA (ex Sidech)","BASF",0
"7291","5N Plus Belgium SA (ex Sidech)","BASF",0
"7292","5N Plus Belgium SA (ex Sidech)","BASF",0
"7293","5N Plus Belgium SA (ex Sidech)","BASF",0
"7294","5N Plus Belgium SA (ex Sidech)","BASF",0
"7295","5N Plus Belgium SA (ex Sidech)","BASF",0
"7296","5N Plus Belgium SA (ex Sidech)","BASF",0
"7297","5N Plus Belgium SA (ex Sidech)","BASF",0
"7298","5N Plus Belgium SA (ex Sidech)","BASF",0
"7299","5N Plus Belgium SA (ex Sidech)","BASF",0
"7300","5N Plus Belgium SA (ex Sidech)","BASF",0
"7301","5N Plus Belgium SA (ex Sidech)","BASF",0
"7302","5N Plus Belgium SA (ex Sidech)","BASF",0
"7303","5N Plus Belgium SA (ex Sidech)","BASF",0
"7304","5N Plus Belgium SA (ex Sidech)","BASF",0
"7305","5N Plus Belgium SA (ex Sidech)","BASF",0
"7306","5N Plus Belgium SA (ex Sidech)","BASF",0
"7307","5N Plus Belgium SA (ex Sidech)","BASF",0
"7308","5N Plus Belgium SA (ex Sidech)","BASF",0
"7309","5N Plus Belgium SA (ex Sidech)","BASF",0
"7310","5N Plus Belgium SA (ex Sidech)","BASF",0
"7311","5N Plus Belgium SA (ex Sidech)","BASF",0
"7312","5N Plus Belgium SA (ex Sidech)","BASF",0
"7313","5N Plus Belgium SA (ex Sidech)","BASF",0
"7314","5N Plus Belgium SA (ex Sidech)","BASF",0
"7315","5N Plus Belgium SA (ex Sidech)","BASF",0
"7316","5N Plus Belgium SA (ex Sidech)","BASF",0
"7317","5N Plus Belgium SA (ex Sidech)","BASF",0
"7318","5N Plus Belgium SA (ex Sidech)","BASF",0
"7319","5N Plus Belgium SA (ex Sidech)","BASF",0
"7320","5N Plus Belgium SA (ex Sidech)","BASF",0
"7321","5N Plus Belgium SA (ex Sidech)","BASF",0
"7322","5N Plus Belgium SA (ex Sidech)","BASF",0
"7323","5N Plus Belgium SA (ex Sidech)","BASF",0
"7324","5N Plus Belgium SA (ex Sidech)","BASF",0
"7325","5N Plus Belgium SA (ex Sidech)","BASF",0
"7326","5N Plus Belgium SA (ex Sidech)","BASF",0
"7327","5N Plus Belgium SA (ex Sidech)","BASF",0
"7328","5N Plus Belgium SA (ex Sidech)","BASF",0
"7329","5N Plus Belgium SA (ex Sidech)","BASF",0
"7330","5N Plus Belgium SA (ex Sidech)","BASF",0
"7331","5N Plus Belgium SA (ex Sidech)","BASF",0
"7332","5N Plus Belgium SA (ex Sidech)","BASF",0
"7333","5N Plus Belgium SA (ex Sidech)","BASF",0
"7334","5N Plus Belgium SA (ex Sidech)","BASF",0
"7335","5N Plus Belgium SA (ex Sidech)","BASF",0
"7336","5N Plus Belgium SA (ex Sidech)","BASF",0
"7337","5N Plus Belgium SA (ex Sidech)","BASF",0
"7338","5N Plus Belgium SA (ex Sidech)","BASF",0
"7339","5N Plus Belgium SA (ex Sidech)","BASF",0
"7340","5N Plus Belgium SA (ex Sidech)","BASF",0
"7341","5N Plus Belgium SA (ex Sidech)","BASF",0
"7342","5N Plus Belgium SA (ex Sidech)","BASF",0
"7343","5N Plus Belgium SA (ex Sidech)","BASF",0
"7344","5N Plus Belgium SA (ex Sidech)","BASF",0
"7345","5N Plus Belgium SA (ex Sidech)","BASF",0
"7346","5N Plus Belgium SA (ex Sidech)","BASF",0
"7347","5N Plus Belgium SA (ex Sidech)","BASF",0
"7348","5N Plus Belgium SA (ex Sidech)","BASF",0
"7349","5N Plus Belgium SA (ex Sidech)","BASF",0
"7350","5N Plus Belgium SA (ex Sidech)","BASF",0
"7351","5N Plus Belgium SA (ex Sidech)","BASF",0
"7352","5N Plus Belgium SA (ex Sidech)","BASF",0
"7353","5N Plus Belgium SA (ex Sidech)","BASF",0
"7354","5N Plus Belgium SA (ex Sidech)","BASF",0
"7355","5N Plus Belgium SA (ex Sidech)","BASF",0
"7356","5N Plus Belgium SA (ex Sidech)","BASF",0
"7357","5N Plus Belgium SA (ex Sidech)","BASF",0
"7358","5N Plus Belgium SA (ex Sidech)","BASF",0
"7359","5N Plus Belgium SA (ex Sidech)","BASF",0
"7360","5N Plus Belgium SA (ex Sidech)","BASF",0
"7361","5N Plus Belgium SA (ex Sidech)","BASF",0
"7362","5N Plus Belgium SA (ex Sidech)","BASF",0
"7363","5N Plus Belgium SA (ex Sidech)","BASF",0
"7364","5N Plus Belgium SA (ex Sidech)","BASF",0
"7365","5N Plus Belgium SA (ex Sidech)","BASF",0
"7366","5N Plus Belgium SA (ex Sidech)","BASF",0
"7367","5N Plus Belgium SA (ex Sidech)","BASF",0
"7368","5N Plus Belgium SA (ex Sidech)","BASF",0
"7369","5N Plus Belgium SA (ex Sidech)","BASF",0
"7370","5N Plus Belgium SA (ex Sidech)","BASF",0
"7371","5N Plus Belgium SA (ex Sidech)","BASF",0
"7372","5N Plus Belgium SA (ex Sidech)","BASF",0
"7373","5N Plus Belgium SA (ex Sidech)","BASF",0
"7374","5N Plus Belgium SA (ex Sidech)","BASF",0
"7375","5N Plus Belgium SA (ex Sidech)","BASF",0
"7376","5N Plus Belgium SA (ex Sidech)","BASF",0
"7377","5N Plus Belgium SA (ex Sidech)","BASF",0
"7378","5N Plus Belgium SA (ex Sidech)","BASF",0
"7379","5N Plus Belgium SA (ex Sidech)","BASF",0
"7380","5N Plus Belgium SA (ex Sidech)","BASF",0
"7381","5N Plus Belgium SA (ex Sidech)","BASF",0
"7382","5N Plus Belgium SA (ex Sidech)","BASF",0
"7383","5N Plus Belgium SA (ex Sidech)","BASF",0
"7384","5N Plus Belgium SA (ex Sidech)","BASF",0
"7385","5N Plus Belgium SA (ex Sidech)","BASF",0
"7386","5N Plus Belgium SA (ex Sidech)","BASF",0
"7387","5N Plus Belgium SA (ex Sidech)","BASF",0
"7388","5N Plus Belgium SA (ex Sidech)","BASF",0
"7389","5N Plus Belgium SA (ex Sidech)","BASF",0
"7390","5N Plus Belgium SA (ex Sidech)","BASF",0
"7391","5N Plus Belgium SA (ex Sidech)","BASF",0
"7392","5N Plus Belgium SA (ex Sidech)","BASF",0
"7393","5N Plus Belgium SA (ex Sidech)","BASF",0
"7394","5N Plus Belgium SA (ex Sidech)","BASF",0
"7395","5N Plus Belgium SA (ex Sidech)","BASF",0
"7396","5N Plus Belgium SA (ex Sidech)","BASF",0
"7397","5N Plus Belgium SA (ex Sidech)","BASF",0
"7398","5N Plus Belgium SA (ex Sidech)","BASF",0
"7399","5N Plus Belgium SA (ex Sidech)","BASF",0
"7400","5N Plus Belgium SA (ex Sidech)","BASF",0
"7401","5N Plus Belgium SA (ex Sidech)","BASF",0
"7402","5N Plus Belgium SA (ex Sidech)","BASF",0
"7403","5N Plus Belgium SA (ex Sidech)","BASF",0
"7404","5N Plus Belgium SA (ex Sidech)","BASF",0
"7405","5N Plus Belgium SA (ex Sidech)","BASF",0
"7406","5N Plus Belgium SA (ex Sidech)","BASF",0
"7407","5N Plus Belgium SA (ex Sidech)","BASF",0
"7408","5N Plus Belgium SA (ex Sidech)","BASF",0
"7409","5N Plus Belgium SA (ex Sidech)","BASF",0
"7410","5N Plus Belgium SA (ex Sidech)","BASF",0
"7411","5N Plus Belgium SA (ex Sidech)","BASF",0
"7412","5N Plus Belgium SA (ex Sidech)","BASF",0
"7413","5N Plus Belgium SA (ex Sidech)","BASF",0
"7414","5N Plus Belgium SA (ex Sidech)","BASF",0
"7415","5N Plus Belgium SA (ex Sidech)","BASF",0
"7416","5N Plus Belgium SA (ex Sidech)","BASF",0
"7417","5N Plus Belgium SA (ex Sidech)","BASF",0
"7418","5N Plus Belgium SA (ex Sidech)","BASF",0
"7419","5N Plus Belgium SA (ex Sidech)","BASF",0
"7420","5N Plus Belgium SA (ex Sidech)","BASF",0
"7421","5N Plus Belgium SA (ex Sidech)","BASF",0
"7422","5N Plus Belgium SA (ex Sidech)","BASF",0
"7423","5N Plus Belgium SA (ex Sidech)","BASF",0
"7424","5N Plus Belgium SA (ex Sidech)","BASF",0
"7425","5N Plus Belgium SA (ex Sidech)","BASF",0
"7426","5N Plus Belgium SA (ex Sidech)","BASF",0
"7427","5N Plus Belgium SA (ex Sidech)","BASF",0
"7428","5N Plus Belgium SA (ex Sidech)","BASF",0
"7429","5N Plus Belgium SA (ex Sidech)","BASF",0
"7430","5N Plus Belgium SA (ex Sidech)","BASF",0
"7431","5N Plus Belgium SA (ex Sidech)","BASF",0
"7432","5N Plus Belgium SA (ex Sidech)","BASF",0
"7433","5N Plus Belgium SA (ex Sidech)","BASF",0
"7434","5N Plus Belgium SA (ex Sidech)","BASF",0
"7435","5N Plus Belgium SA (ex Sidech)","BASF",0
"7436","5N Plus Belgium SA (ex Sidech)","BASF",0
"7437","5N Plus Belgium SA (ex Sidech)","BASF",0
"7438","5N Plus Belgium SA (ex Sidech)","BASF",0
"7439","5N Plus Belgium SA (ex Sidech)","BASF",0
"7440","5N Plus Belgium SA (ex Sidech)","BASF",0
"7441","5N Plus Belgium SA (ex Sidech)","BASF",0
"7442","5N Plus Belgium SA (ex Sidech)","BASF",0
"7443","5N Plus Belgium SA (ex Sidech)","BASF",0
"7444","5N Plus Belgium SA (ex Sidech)","BASF",0
"7445","5N Plus Belgium SA (ex Sidech)","BASF",0
"7446","5N Plus Belgium SA (ex Sidech)","BASF",0
"7447","5N Plus Belgium SA (ex Sidech)","BASF",0
"7448","5N Plus Belgium SA (ex Sidech)","BASF",0
"7449","5N Plus Belgium SA (ex Sidech)","BASF",0
"7450","5N Plus Belgium SA (ex Sidech)","BASF",0
"7451","5N Plus Belgium SA (ex Sidech)","BASF",0
"7452","5N Plus Belgium SA (ex Sidech)","BASF",0
"7453","5N Plus Belgium SA (ex Sidech)","BASF",0
"7454","5N Plus Belgium SA (ex Sidech)","BASF",0
"7455","5N Plus Belgium SA (ex Sidech)","BASF",0
"7456","5N Plus Belgium SA (ex Sidech)","BASF",0
"7457","5N Plus Belgium SA (ex Sidech)","BASF",0
"7458","5N Plus Belgium SA (ex Sidech)","BASF",0
"7459","5N Plus Belgium SA (ex Sidech)","BASF",0
"7460","5N Plus Belgium SA (ex Sidech)","BASF",0
"7461","5N Plus Belgium SA (ex Sidech)","BASF",0
"7462","5N Plus Belgium SA (ex Sidech)","BASF",0
"7463","5N Plus Belgium SA (ex Sidech)","BASF",0
"7464","5N Plus Belgium SA (ex Sidech)","BASF",0
"7465","5N Plus Belgium SA (ex Sidech)","BASF",0
"7466","5N Plus Belgium SA (ex Sidech)","BASF",0
"7467","5N Plus Belgium SA (ex Sidech)","BASF",0
"7468","5N Plus Belgium SA (ex Sidech)","BASF",0
"7469","5N Plus Belgium SA (ex Sidech)","BASF",0
"7470","5N Plus Belgium SA (ex Sidech)","BASF",0
"7471","5N Plus Belgium SA (ex Sidech)","BASF",0
"7472","5N Plus Belgium SA (ex Sidech)","BASF",0
"7473","5N Plus Belgium SA (ex Sidech)","BASF",0
"7474","5N Plus Belgium SA (ex Sidech)","BASF",0
"7475","5N Plus Belgium SA (ex Sidech)","BASF",0
"7476","5N Plus Belgium SA (ex Sidech)","BASF",0
"7477","5N Plus Belgium SA (ex Sidech)","BASF",0
"7478","5N Plus Belgium SA (ex Sidech)","BASF",0
"7479","5N Plus Belgium SA (ex Sidech)","BASF",0
"7480","5N Plus Belgium SA (ex Sidech)","BASF",0
"7481","5N Plus Belgium SA (ex Sidech)","BASF",0
"7482","5N Plus Belgium SA (ex Sidech)","BASF",0
"7483","5N Plus Belgium SA (ex Sidech)","BASF",0
"7484","5N Plus Belgium SA (ex Sidech)","BASF",0
"7485","5N Plus Belgium SA (ex Sidech)","BASF",0
"7486","5N Plus Belgium SA (ex Sidech)","BASF",0
"7487","5N Plus Belgium SA (ex Sidech)","BASF",0
"7488","5N Plus Belgium SA (ex Sidech)","BASF",0
"7489","5N Plus Belgium SA (ex Sidech)","BASF",0
"7490","5N Plus Belgium SA (ex Sidech)","BASF",0
"7491","5N Plus Belgium SA (ex Sidech)","BASF",0
"7492","5N Plus Belgium SA (ex Sidech)","BASF",0
"7493","5N Plus Belgium SA (ex Sidech)","BASF",0
"7494","5N Plus Belgium SA (ex Sidech)","BASF",0
"7495","5N Plus Belgium SA (ex Sidech)","BASF",0
"7496","5N Plus Belgium SA (ex Sidech)","BASF",0
"7497","5N Plus Belgium SA (ex Sidech)","BASF",0
"7498","5N Plus Belgium SA (ex Sidech)","BASF",0
"7499","5N Plus Belgium SA (ex Sidech)","BASF",0
"7500","5N Plus Belgium SA (ex Sidech)","BASF",0
"7501","5N Plus Belgium SA (ex Sidech)","BASF",0
"7502","5N Plus Belgium SA (ex Sidech)","BASF",0
"7503","5N Plus Belgium SA (ex Sidech)","BASF",0
"7504","5N Plus Belgium SA (ex Sidech)","BASF",0
"7505","5N Plus Belgium SA (ex Sidech)","BASF",0
"7506","5N Plus Belgium SA (ex Sidech)","BASF",0
"7507","5N Plus Belgium SA (ex Sidech)","BASF",0
"7508","5N Plus Belgium SA (ex Sidech)","BASF",0
"7509","5N Plus Belgium SA (ex Sidech)","BASF",0
"7510","5N Plus Belgium SA (ex Sidech)","BASF",0
"7511","5N Plus Belgium SA (ex Sidech)","BASF",0
"7512","5N Plus Belgium SA (ex Sidech)","BASF",0
"7513","5N Plus Belgium SA (ex Sidech)","BASF",0
"7514","5N Plus Belgium SA (ex Sidech)","BASF",0
"7515","5N Plus Belgium SA (ex Sidech)","BASF",0
"7516","5N Plus Belgium SA (ex Sidech)","BASF",0
"7517","5N Plus Belgium SA (ex Sidech)","BASF",0
"7518","5N Plus Belgium SA (ex Sidech)","BASF",0
"7519","5N Plus Belgium SA (ex Sidech)","BASF",0
"7520","5N Plus Belgium SA (ex Sidech)","BASF",0
"7521","5N Plus Belgium SA (ex Sidech)","BASF",0
"7522","5N Plus Belgium SA (ex Sidech)","BASF",0
"7523","5N Plus Belgium SA (ex Sidech)","BASF",0
"7524","5N Plus Belgium SA (ex Sidech)","BASF",0
"7525","5N Plus Belgium SA (ex Sidech)","BASF",0
"7526","5N Plus Belgium SA (ex Sidech)","BASF",0
"7527","5N Plus Belgium SA (ex Sidech)","BASF",0
"7528","5N Plus Belgium SA (ex Sidech)","BASF",0
"7529","5N Plus Belgium SA (ex Sidech)","BASF",0
"7530","5N Plus Belgium SA (ex Sidech)","BASF",0
"7531","5N Plus Belgium SA (ex Sidech)","BASF",0
"7532","5N Plus Belgium SA (ex Sidech)","BASF",0
"7533","5N Plus Belgium SA (ex Sidech)","BASF",0
"7534","5N Plus Belgium SA (ex Sidech)","BASF",0
"7535","5N Plus Belgium SA (ex Sidech)","BASF",0
"7536","5N Plus Belgium SA (ex Sidech)","BASF",0
"7537","5N Plus Belgium SA (ex Sidech)","BASF",0
"7538","5N Plus Belgium SA (ex Sidech)","BASF",0
"7539","5N Plus Belgium SA (ex Sidech)","BASF",0
"7540","5N Plus Belgium SA (ex Sidech)","BASF",0
